PostalCode,Borough,Neighborhood,Latitude,Longitude
78000,Yvelines,Versailles,48.8041484,2.1414323
78100,Yvelines,Saint-Germain-en-Laye,48.8944471,2.071765
78110,Yvelines,Le Vésinet,48.8944240918746,2.12715002522994
78111,Yvelines,Dammartin-en-Serve,48.9061325567388,1.61913283436476
78112,Yvelines,Fourqueux,48.8903151316846,2.05976317097922
78113,Yvelines,Adainville,48.7256893224177,1.63518956673944
78113,Yvelines,Bourdonné,48.756819,1.6644208
78113,Yvelines,Condé-sur-Vesgre,48.7417887,1.6621733
78113,Yvelines,Grandchamp,48.7103197,1.5992171
78113,Yvelines,La Hauteville,48.704229,1.6197296
78113,Yvelines,Le Tartre-Gaudran,48.6990073,1.5936653
78114,Yvelines,Magny-les-Hameaux,48.7243379940594,2.08608391364854
78117,Yvelines,Châteaufort,48.7375173734467,2.09688676826974
78117,Yvelines,Toussus-le-Noble,48.7504663,2.1121699
78120,Yvelines,Clairefontaine-en-Yvelines,48.6054763,1.923213
78120,Yvelines,Rambouillet,48.6390354906299,1.84123842773005
78120,Yvelines,Sonchamp,48.6304512,1.8860816
78121,Yvelines,Crespières,48.88205372368,1.92138536841294
78124,Yvelines,Mareil-sur-Mauldre,,
78124,Yvelines,Montainville,48.8839874903131,1.86208315644123
78125,Yvelines,La Boissière-École,,
78125,Yvelines,Émancé,48.5891875,1.7301408
78125,Yvelines,Gazeran,48.6348196,1.771981
78125,Yvelines,Hermeray,48.6385577,1.6775276
78125,Yvelines,Mittainville,48.6695129,1.6465783
78125,Yvelines,Orcemont,48.5878617,1.8104848
78125,Yvelines,Orphin,48.5794402,1.7800076
78125,Yvelines,Poigny-la-Forêt,48.6761095106121,1.75605335246629
78125,Yvelines,Raizeux,48.6239504,1.6833444
78125,Yvelines,Saint-Hilarion,,
78125,Yvelines,Vieille-Église-en-Yvelines,48.6699302,1.8751421
78126,Yvelines,Aulnay-sur-Mauldre,48.9287288466324,1.8422529187635
78130,Yvelines,Chapet,48.9661049,1.9342435
78130,Yvelines,Les Mureaux,48.9839458468599,1.91701501840473
78140,Yvelines,Vélizy-Villacoublay,48.7816630137911,2.19867769110475
78150,Yvelines,Le Chesnay,48.8259541323297,2.12267697531659
78150,Yvelines,Rocquencourt,48.8259541323297,2.12267697531659
78160,Yvelines,Marly-le-Roi,48.8836942,2.1002769
78170,Yvelines,La Celle-Saint-Cloud,48.8408042,2.1243032
78180,Yvelines,Montigny-le-Bretonneux,48.7842125,2.04084908870968
78190,Yvelines,Trappes,48.7777553067856,1.9829759487348
78200,Yvelines,Boinvilliers,48.9173328,1.661586
78200,Yvelines,Boissy-Mauvoisin,48.9633209,1.5775544
78200,Yvelines,Buchelay,48.9787215,1.667889
